level	session	dois
2	5	10.1145/2767136, 10.1007/s11036-017-0834-9, 10.1016/j.simpat.2017.12.002, 10.1145/3206505.3206598, 10.1145/3284869.3284895, 10.1109/PIMRC.2018.8580696, 10.1145/2644829, 10.3233/AIS-170443, 10.1007/s11042-016-3636-3, 10.1109/CCNC.2017.7983221, 10.1109/CCNC.2017.7983226, 10.1145/3125571.3125592, 10.1145/3125571.3125580, 10.1145/3125571.3125578, 10.1007/978-3-319-71940-5_18, 10.1109/ISCC.2017.8024497, 10.1145/3059009.3072995, 10.4018/IJHCITP.2016070104, 10.1007/978-3-319-61949-1_29, 10.1109/ISCC.2016.7543706, 10.1109/ISCC.2016.7543739, 10.1145/2973750.2985284, 10.1145/2808435.2808451, 10.1007/978-3-319-40216-1_38, 10.1007/978-3-319-47063-4_28, 10.1007/s10588-012-9148-4, 10.1155/2014/485019, 10.1007/s00530-013-0353-x, 10.1145/2659532.2659612, 10.1145/2674683.2674706, 10.7551/978-0-262-31709-2-ch084, 10.7551/978-0-262-31709-2-ch101, 10.1109/ICMEW.2013.6618366, 10.1109/ICMEW.2013.6618359, 10.1007/978-3-642-44973-4_20, 10.1109/CIG.2012.6374179, 10.1109/ICCCN.2012.6289262, 10.1109/ICCCN.2012.6289237, 10.1109/GAS.2012.6225920, 10.1109/NetGames.2012.6404017, 10.4108/icst.simutools.2012.247777, 10.4108/icst.simutools.2012.247782, 10.1109/WD.2012.6402837, 10.1007/978-3-642-21799-9_28, 10.1007/978-3-642-21852-1_53, 10.1007/s00146-009-0261-y, 10.1080/09511921003682630, 10.1007/978-3-642-15961-9_74, 10.1007/11915034_46
1	2	10.3233/JCS-14672, 10.1145/3175660, 10.1007/978-3-319-99725-4_17, 10.1007/978-3-319-73721-8_6, 10.1016/j.entcs.2017.02.001, 10.1007/s00165-016-0374-2, 10.1145/3029052, 10.1007/978-3-319-66706-5_12, 10.1017/S0960129514000358, 10.1007/s11083-015-9381-9, 10.1145/3015135.3015140, 10.1007/978-3-662-53413-7_7, 10.1007/978-3-319-30303-1_16, 10.1109/SPRO.2015.18, 10.1145/2676726.2676986, 10.1145/2556464.2556470, 10.1007/978-3-642-40164-0_15, 10.4204/EPTCS.129.4, 10.1007/978-3-642-35873-9, 10.1145/2103746.2103761, 10.1007/978-3-642-33125-1_11, 10.1109/TASE.2012.12, 10.1080/00207161003703205, 10.1017/S096012951100020X, 10.3233/JCS-2009-0382, 10.1093/logcom/exp053, 10.1007/978-3-642-17499-5_11, 10.1007/978-3-642-16901-4_30, 10.1145/1554339.1554348, 10.1145/1328408.1328428, 10.1007/978-3-540-69166-2_1, 10.1007/978-3-540-78163-9_16, 10.1016/j.entcs.2007.02.027, 10.1016/j.tcs.2004.12.021, 10.1007/11575467_27, 10.1007/978-3-540-31987-0_21, 10.1007/11603009_22, 10.1007/11560326_17, 10.1007/11547662_13, 10.1007/s10990-004-4867-y, 10.1007/978-3-540-30124-0_23, 10.1145/964001.964017, 10.1023/A:1025872819613, 10.1007/3-540-36384-X_14, 10.1145/503032.503040, 10.1007/3-540-44978-7_8, 10.1145/351268.351281
1	5	10.3233/JCS-14672, 10.1145/3175660, 10.1007/978-3-319-99725-4_17, 10.1007/978-3-319-73721-8_6, 10.1016/j.entcs.2017.02.001, 10.1007/s00165-016-0374-2, 10.1145/3029052, 10.1007/978-3-319-66706-5_12, 10.1017/S0960129514000358, 10.1007/s11083-015-9381-9, 10.1145/3015135.3015140, 10.1007/978-3-662-53413-7_7, 10.1007/978-3-319-30303-1_16, 10.1109/SPRO.2015.18, 10.1145/2676726.2676986, 10.1145/2556464.2556470, 10.1007/978-3-642-40164-0_15, 10.4204/EPTCS.129.4, 10.1007/978-3-642-35873-9, 10.1145/2103746.2103761, 10.1007/978-3-642-33125-1_11, 10.1109/TASE.2012.12, 10.1080/00207161003703205, 10.1017/S096012951100020X, 10.3233/JCS-2009-0382, 10.1093/logcom/exp053, 10.1007/978-3-642-17499-5_11, 10.1007/978-3-642-16901-4_30, 10.1145/1554339.1554348, 10.1145/1328408.1328428, 10.1007/978-3-540-69166-2_1, 10.1007/978-3-540-78163-9_16, 10.1016/j.entcs.2007.02.027, 10.1016/j.tcs.2004.12.021, 10.1007/11575467_27, 10.1007/978-3-540-31987-0_21, 10.1007/11603009_22, 10.1007/11560326_17, 10.1007/11547662_13, 10.1007/s10990-004-4867-y, 10.1007/978-3-540-30124-0_23, 10.1145/964001.964017, 10.1023/A:1025872819613, 10.1007/3-540-36384-X_14, 10.1145/503032.503040, 10.1007/3-540-44978-7_8, 10.1145/351268.351281
1	5	10.1016/j.jlamp.2017.12.002, 10.23638/LMCS-14(3:20)2018, 10.1016/j.scico.2017.06.001, 10.4230/LIPIcs.CONCUR.2018.17, 10.4230/LIPIcs.CSL.2018.13, 10.1145/3209108.3209137, 10.1145/3209108.3209169, 10.1007/s00236-016-0271-4, 10.1016/j.ic.2016.03.002, 10.1017/S0960129515000523, 10.4230/LIPIcs.CONCUR.2017.23, 10.4230/LIPIcs.CONCUR.2017.24, 10.1007/978-3-662-54434-1_6, 10.1007/978-3-319-68972-2_3, 10.1007/978-3-662-54577-5_31, 10.1017/S0960129514000449, 10.1007/978-3-319-40370-0_3, 10.1145/2933575.2935316, 10.1109/TASE.2016.32, 10.1145/2713167, 10.2168/LMCS-11(1:14)2015, 10.1017/S0960129513000108, 10.1016/j.scico.2014.09.007, 10.1016/j.scico.2014.11.019, 10.1016/j.scico.2014.12.003, 10.1016/j.tcs.2015.03.024, 10.1007/978-3-319-25527-9_8, 10.4230/LIPIcs.CALCO.2015.35, 10.4230/LIPIcs.CONCUR.2015.240, 10.1145/2676726.2676993, 10.1017/S0960129512000333, 10.1145/2490818, 10.1145/2631916, 10.1007/978-3-662-44124-4_4, 10.1007/978-3-662-44584-6_30, 10.1007/978-3-662-43376-8_1, 10.1145/2603088.2603149, 10.1007/978-3-642-54830-7_23, 10.4230/LIPIcs.FSTTCS.2014.403, 10.1007/978-3-319-10882-7_21, 10.2168/LMCS-9(1:9)2013, 10.1007/978-3-319-03542-0_1, 10.1007/978-3-642-40206-7_8, 10.1145/2429069.2429124, 10.1145/2505879.2505902, 10.1016/j.entcs.2012.08.006, 10.1016/j.ic.2011.12.002, 10.1007/s10817-011-9224-3, 10.1017/S0960129511000363, 10.1007/978-3-642-29485-3_2, 10.1007/978-3-642-28729-9_4, 10.1145/2245276.2245296, 10.4204/EPTCS.104.2, 10.2168/LMCS-7(2:7)2011, 10.1016/j.ic.2010.09.007, 10.1016/j.jsc.2010.09.006, 10.1007/978-3-642-25318-8_22, 10.1007/978-3-642-19805-2_10, 10.1007/978-3-642-17164-2_29, 10.4230/LIPIcs.FSTTCS.2010.272, 10.1007/978-3-642-15928-2_9, 10.1016/j.entcs.2009.06.035, 10.1016/j.entcs.2009.06.014, 10.3233/FI-2009-133, 10.1016/j.ic.2008.10.005, 10.1016/j.tcs.2009.06.010, 10.1007/978-3-642-03741-2_13, 10.1007/978-3-642-04081-8_8, 10.1007/978-3-642-04081-8_11, 10.1007/978-3-642-00590-9_20, 10.1007/978-3-642-00596-1_20, 10.4204/EPTCS.18.4, 10.4204/EPTCS.12, 10.1016/j.entcs.2008.10.040, 10.1016/j.entcs.2009.02.012, 10.1007/978-3-540-68746-7_8, 10.1007/978-3-540-68679-8_34, 10.1007/978-3-540-78499-9_28, 10.1007/978-3-540-87405-8_16, 10.1007/978-3-540-87405-8_38, 10.1016/j.entcs.2007.04.016, 10.1007/978-3-540-74407-8_25, 10.1007/978-3-540-75698-9_16, 10.1007/11841883_13, 10.1109/LICS.2006.46
2	5	10.1002/qre.2329, 10.1109/CSCN.2017.8088596, 10.1007/978-3-319-57186-7_15, 10.23919/SPECTS.2017.8046765, 10.1007/978-3-319-67639-5_4, 10.4108/eai.25-10-2016.2266605, 10.1016/j.ress.2015.03.036, 10.1016/j.ress.2011.12.016, 10.1109/GLOCOM.2010.5683540, 10.1145/1497185.1497254, 10.1109/LCOMM.2007.062095, 10.1007/11750673_14, 10.1142/S0219265904001155, 10.1109/AINA.2004.1283964
2	5	10.1016/j.future.2016.11.002, 10.1007/s11227-018-2426-2, 10.1145/3241403.3241436, 10.1145/3241403.3241437, 10.1109/ICPHYS.2018.8390793, 10.1016/j.jss.2016.10.001, 10.1109/TSC.2015.2477836, 10.1109/CCGRID.2017.135, 10.1145/3053600.3053630, 10.4108/eai.14-12-2015.2262562, 10.1007/978-3-319-49583-5_48, 10.1145/2788402.2788410, 10.1016/j.procs.2015.09.224, 10.1145/2804371.2804378, 10.1109/SYNASC.2015.60, 10.4018/ijssoe.2014100103, 10.1186/s13174-014-0011-3, 10.1007/978-3-319-09940-8_5, 10.1109/SYNASC.2014.58, 10.1109/SYNASC.2014.66, 10.1016/j.ejor.2012.12.031, 10.1016/j.cor.2011.01.010, 10.1016/j.ejor.2006.09.102, 10.1287/ijoc.1070.0258
2	1	10.1007/s00453-017-0390-5, 10.1002/net.21756, 10.1016/j.simpat.2017.12.005, 10.1016/j.simpat.2018.09.002, 10.1007/978-3-319-96983-1_36, 10.1007/978-3-319-94274-2_63, 10.1145/3209415.3209466, 10.1109/ICTAI.2018.00159, 10.1007/978-3-030-01325-7_25, 10.1142/S0218213017020018, 10.1017/S0960129515000080, 10.1109/THMS.2016.2635441, 10.1016/j.jvlc.2016.10.006, 10.1109/CeDEM.2017.14, 10.1145/3085228.3085302, 10.1109/ICTAI.2017.00070, 10.1109/IPDPSW.2017.87, 10.1007/978-3-319-69084-1_28, 10.1007/s13278-016-0408-z, 10.1145/2818052.2869099, 10.1007/978-3-319-58943-5_26, 10.1109/IPDPSW.2016.52, 10.1007/978-3-319-44543-4_8, 10.1109/PDP.2016.22, 10.1145/2933057.2933069, 10.1016/j.tcs.2015.02.032, 10.1109/TPDS.2014.2346189, 10.1145/2808797.2808888, 10.1007/978-3-319-26626-8_15, 10.1007/978-3-319-27308-2_30, 10.1007/978-3-319-25258-2_9, 10.1142/S0129054114500245, 10.1016/j.tcs.2014.02.027, 10.1007/978-3-319-14325-5_35, 10.1007/978-3-319-07890-8_9, 10.1177/0037549713489594, 10.1007/978-3-642-39053-1_8, 10.1007/978-3-642-54420-0_48, 10.1007/978-3-642-54420-0_52, 10.1007/978-3-642-54420-0_54, 10.1145/2486092.2486147, 10.1007/978-3-319-04129-2_31, 10.1504/IJSNM.2012.045103, 10.1016/j.jpdc.2012.06.007, 10.1007/978-3-642-34611-8_26, 10.2478/s13537-011-0002-4, 10.1016/j.comgeo.2010.07.003, 10.1007/978-3-642-23400-2_18, 10.1007/978-3-642-29737-3_51, 10.1007/978-3-642-21530-8_22, 10.1109/PDP.2011.22, 10.1016/j.jpdc.2009.11.001, 10.1007/978-3-642-15291-7_35, 10.1007/978-3-642-16961-8_78, 10.1007/s00224-007-9074-x, 10.1016/j.tcs.2009.07.050, 10.1109/ICUMT.2009.5345386, 10.1109/IPDPS.2009.5160951, 10.1109/IPDPS.2009.5160983, 10.1109/VLHCC.2009.5295265, 10.1002/cpe.1243, 10.1002/net.20253, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/097-104, 10.1109/ICPP.2008.14, 10.1109/ISPDC.2008.24, 10.1109/PDP.2008.16, 10.1109/TPDS.2007.1024, 10.1109/TPDS.2007.1067, 10.1109/IPDPS.2007.370673, 10.1109/IPDPS.2007.370659, 10.1109/ICDCS.2006.58, 10.1109/IPDPS.2006.1639707, 10.1007/11940128_34, 10.1109/HOT-P2P.2005.1, 10.1109/ISCC.2005.45, 10.1109/ISPAN.2005.66, 10.1007/978-3-540-27780-4_8, 10.1109/PTPSYS.2004.13, 10.1145/1011767.1011859, 10.1007/978-3-540-27796-5_9, 10.1145/1013367.1013436, 10.1007/978-3-540-45209-6_125
2	4	10.1007/s00453-017-0390-5, 10.1002/net.21756, 10.1016/j.simpat.2017.12.005, 10.1016/j.simpat.2018.09.002, 10.1007/978-3-319-96983-1_36, 10.1007/978-3-319-94274-2_63, 10.1145/3209415.3209466, 10.1109/ICTAI.2018.00159, 10.1007/978-3-030-01325-7_25, 10.1142/S0218213017020018, 10.1017/S0960129515000080, 10.1109/THMS.2016.2635441, 10.1016/j.jvlc.2016.10.006, 10.1109/CeDEM.2017.14, 10.1145/3085228.3085302, 10.1109/ICTAI.2017.00070, 10.1109/IPDPSW.2017.87, 10.1007/978-3-319-69084-1_28, 10.1007/s13278-016-0408-z, 10.1145/2818052.2869099, 10.1007/978-3-319-58943-5_26, 10.1109/IPDPSW.2016.52, 10.1007/978-3-319-44543-4_8, 10.1109/PDP.2016.22, 10.1145/2933057.2933069, 10.1016/j.tcs.2015.02.032, 10.1109/TPDS.2014.2346189, 10.1145/2808797.2808888, 10.1007/978-3-319-26626-8_15, 10.1007/978-3-319-27308-2_30, 10.1007/978-3-319-25258-2_9, 10.1142/S0129054114500245, 10.1016/j.tcs.2014.02.027, 10.1007/978-3-319-14325-5_35, 10.1007/978-3-319-07890-8_9, 10.1177/0037549713489594, 10.1007/978-3-642-39053-1_8, 10.1007/978-3-642-54420-0_48, 10.1007/978-3-642-54420-0_52, 10.1007/978-3-642-54420-0_54, 10.1145/2486092.2486147, 10.1007/978-3-319-04129-2_31, 10.1504/IJSNM.2012.045103, 10.1016/j.jpdc.2012.06.007, 10.1007/978-3-642-34611-8_26, 10.2478/s13537-011-0002-4, 10.1016/j.comgeo.2010.07.003, 10.1007/978-3-642-23400-2_18, 10.1007/978-3-642-29737-3_51, 10.1007/978-3-642-21530-8_22, 10.1109/PDP.2011.22, 10.1016/j.jpdc.2009.11.001, 10.1007/978-3-642-15291-7_35, 10.1007/978-3-642-16961-8_78, 10.1007/s00224-007-9074-x, 10.1016/j.tcs.2009.07.050, 10.1109/ICUMT.2009.5345386, 10.1109/IPDPS.2009.5160951, 10.1109/IPDPS.2009.5160983, 10.1109/VLHCC.2009.5295265, 10.1002/cpe.1243, 10.1002/net.20253, 10.2312/LocalChapterEvents/ItalChap/ItalianChapConf2008/097-104, 10.1109/ICPP.2008.14, 10.1109/ISPDC.2008.24, 10.1109/PDP.2008.16, 10.1109/TPDS.2007.1024, 10.1109/TPDS.2007.1067, 10.1109/IPDPS.2007.370673, 10.1109/IPDPS.2007.370659, 10.1109/ICDCS.2006.58, 10.1109/IPDPS.2006.1639707, 10.1007/11940128_34, 10.1109/HOT-P2P.2005.1, 10.1109/ISCC.2005.45, 10.1109/ISPAN.2005.66, 10.1007/978-3-540-27780-4_8, 10.1109/PTPSYS.2004.13, 10.1145/1011767.1011859, 10.1007/978-3-540-27796-5_9, 10.1145/1013367.1013436, 10.1007/978-3-540-45209-6_125
1	1	10.1007/s10472-016-9529-3, 10.3233/FI-2018-1658, 10.1007/978-3-030-03840-3_22, 10.1007/978-3-030-00461-3_6, 10.1007/978-3-319-99960-9, 10.3233/IA-170106, 10.1016/j.ijar.2016.10.002, 10.1016/j.ijar.2017.09.007, 10.1002/spe.2410, 10.1007/978-3-319-61252-2_2, 10.3233/IDA-160818, 10.1016/j.ijar.2016.05.005, 10.1002/spe.2386, 10.1007/978-3-319-49130-1_26, 10.1007/978-3-319-49130-1_27, 10.3233/978-1-61499-672-9-1602, 10.1007/978-3-319-58694-6_25, 10.1007/s10994-015-5510-3, 10.3233/SW-140154, 10.1017/S1471068413000689, 10.1007/978-3-319-69775-8_5, 10.1007/978-3-319-40566-7_3, 10.1007/978-3-319-50953-2_14, 10.1007/978-3-319-24309-2, 10.1093/comjnl/bxt096, 10.3389/frobt.2014.00006, 10.1007/s10994-013-5398-8, 10.1145/2629337, 10.1017/S1471068414000283, 10.1007/978-3-319-13413-0_4, 10.1007/978-3-319-13413-0_5, 10.3233/FI-2013-847, 10.3233/IA-130048, 10.3233/IA-130050, 10.3233/IDA-130582, 10.1017/S1471068411000664, 10.1007/978-3-319-03524-6_34, 10.1007/978-3-642-39666-3_14, 10.1007/978-3-642-39666-3_26, 10.1007/978-3-642-38812-5, 10.3233/IA-2012-0027, 10.1007/s10994-011-5247-6, 10.3233/IA-2011-0006, 10.1017/S147106841100010X, 10.1007/978-3-642-23954-0_30, 10.1007/978-3-642-31951-8_10, 10.3233/FI-2010-313, 10.3233/FI-2010-355, 10.1017/S1471068410000335, 10.4230/LIPIcs.ICLP.2010.162, 10.1007/978-3-642-21295-6_7, 10.1007/978-3-642-15280-1_28, 10.1007/978-3-642-04584-4_5, 10.3233/IDA-2009-0388, 10.1093/jigpal/jzp025, 10.1007/978-3-642-00899-3_16, 10.1007/s10994-007-5032-8, 10.1007/978-3-642-00328-8_13, 10.1007/978-3-540-89982-2_54, 10.1007/978-3-540-74782-6_11, 10.1007/978-3-540-75183-0_25, 10.1007/978-3-540-78469-2_16, 10.1109/TITB.2005.855537, 10.1007/978-3-540-73847-3_11, 10.1007/11552253_11, 10.1093/comjnl/47.3.358, 10.1007/978-3-540-30109-7_21, 10.1007/BF03037630, 10.1007/BF03037475, 10.1007/978-3-540-39853-0_14, 10.1109/CBMS.2002.1011348, 10.1016/S1571-0661(04)00299-3, 10.1007/3-540-45365-2_42, 10.1007/3-540-45497-7_23, 10.1023/A:1007681906490, 10.1007/BF03037531, 10.1007/3-540-39949-6_34, 10.1016/S0020-0255(98)10092-0, 10.1007/BFb0057454, 10.1007/3-540-63576-9_107, 10.1007/3540635149_47, 10.1007/BFb0054792
2	4	10.1109/TIP.2018.2869685, 10.1007/978-3-030-01246-5_23, 10.2352/ISSN.2470-1173.2018.13.IPAS-196, 10.1109/TCI.2016.2644865, 10.1007/s00371-015-1089-8, 10.1145/2897937.2897974, 10.1109/MICRO.2016.7783754, 10.1109/CVPRW.2015.7301362, 10.1109/ICCV.2015.416, 10.1117/12.2077733, 10.5220/0005257202830292, 10.1016/j.imavis.2014.06.008, 10.1016/j.compmedimag.2012.10.003, 10.1007/s11517-013-1052-7, 10.1007/978-3-642-41181-6_37, 10.1007/978-3-642-41181-6_65, 10.1016/j.patcog.2012.05.020, 10.1007/978-3-642-24085-0_55, 10.1109/TIM.2008.2006137, 10.1109/TMI.2008.922698, 10.1007/s11548-008-0162-4, 10.1016/j.patcog.2007.08.011, 10.1109/ICIAP.2007.4362862, 10.1109/TMI.2005.861017, 10.1109/ISBI.2006.1625082, 10.1109/TIM.2005.851471, 10.1109/TDPVT.2004.1335275, 10.1007/1-4020-3432-6_38, 10.1007/1-4020-3432-6_39
2	1	10.1109/JIOT.2017.2728089, 10.3233/SW-180295, 10.1145/3075564.3077628, 10.1109/COMPSAC.2017.46, 10.1109/ICIN.2017.7899248, 10.1109/MITP.2016.100, 10.1109/ISC2.2016.7580768, 10.1109/FiCloud.2015.32, 10.1109/MITP.2013.22, 10.1016/j.scico.2014.02.018, 10.1007/978-3-319-19656-5_1, 10.1145/2494091.2497319, 10.1007/978-3-319-06859-6_24, 10.1145/2331042.2331050, 10.1016/j.pmcj.2011.10.009, 10.1016/j.procs.2012.06.040, 10.1016/j.procs.2012.06.042, 10.1016/j.intcom.2011.06.002, 10.3233/AIS-2011-0099, 10.1007/978-3-642-19937-0_27, 10.1093/bioinformatics/btq073, 10.1109/PERCOMW.2010.5470666, 10.1109/ICSMC.2010.5641951, 10.1109/TCE.2009.5174413, 10.1007/s10209-009-0145-4, 10.1007/978-3-642-05408-2_18, 10.1109/WI-IAT.2009.81, 10.1109/TCE.2008.4711217, 10.1109/DEXA.2008.27, 10.1109/ICTAI.2008.115, 10.1007/978-3-540-88564-1_51, 10.1109/DEXA.2007.155, 10.1109/ICTAI.2007.129, 10.1145/1229390.1229405, 10.1109/DEXA.2006.106, 10.1145/1141277.1141730, 10.1145/1066677.1067050, 10.1109/CEC.2004.1331047, 10.1109/ICAC.2004.7, 10.1109/ICTAI.2004.53, 10.1145/967900.968228, 10.1109/TAI.2003.1250244, 10.1109/WI.2003.1241185
2	5	10.1007/s41109-018-0100-5, 10.1145/3172867, 10.1007/s41060-017-0086-6, 10.1145/3184558.3186974, 10.1145/3184558.3192312, 10.1007/978-3-319-61893-7_17, 10.1093/comnet/cnx016, 10.1007/s10994-016-5582-8, 10.1016/j.osnem.2017.10.003, 10.1007/978-3-319-72150-7_25, 10.1109/DSAA.2017.6, 10.1007/978-3-319-75178-8_42, 10.1007/978-3-319-76111-4_19, 10.1109/ICDM.2017.111, 10.1007/s13278-016-0397-y, 10.1007/s13278-016-0411-4, 10.1007/978-3-319-30569-1_10, 10.1109/ICDMW.2016.0029, 10.1007/978-3-319-50230-4_5, 10.1145/2808797.2809384, 10.1145/2808797.2809401, 10.1109/DSAA.2015.7344845, 10.1145/2629511, 10.1145/2492517.2492537, 10.1109/ICDM.2013.122, 10.1007/978-3-319-03260-3_28, 10.1109/ASONAM.2012.180, 10.1145/2346496.2346511, 10.1145/2339530.2339630, 10.1109/ICDMW.2011.150
1	4	10.1016/j.csl.2017.12.003, 10.1007/s10579-017-9396-5, 10.1109/EMBC.2018.8512183, 10.1109/HealthCom.2018.8531120, 10.1109/HealthCom.2018.8531119, 10.21437/Interspeech.2018-2446, 10.1007/978-3-030-01201-4_8, 10.1109/ICASSP.2017.7952300, 10.1109/ICASSP.2017.7953244, 10.1016/j.csl.2016.04.001, 10.1016/j.ipm.2015.08.002, 10.1109/EUSIPCO.2016.7760486, 10.1109/ICASSP.2016.7472848, 10.1007/978-3-319-52836-6_67, 10.21437/Interspeech.2016-859, 10.1007/s12559-015-9326-z, 10.1109/EMBC.2015.7318685, 10.1109/EMBC.2015.7320272, 10.1007/978-3-319-33500-1_2, 10.1109/FIE.2015.7344081, 10.1109/ICASSP.2015.7178986, 10.1145/2829966.2829967, 10.1016/j.csl.2013.09.002, 10.3115/v1/W14-1105, 10.1109/ICASSP.2014.6853738, 10.1145/2666253.2666266, 10.1145/2659522.2659531, 10.1145/2647868.2655034, 10.1145/2647868.2647870, 10.1109/SLT.2014.7078541, 10.1109/ASRU.2013.6707711, 10.1109/ASRU.2013.6707720, 10.1109/TASL.2011.2162322, 10.1109/ICASSP.2012.6289074, 10.1109/SLT.2012.6424221, 10.1109/SLT.2012.6424222, 10.1109/TASL.2010.2093520, 10.1145/1996461.1996512, 10.1109/ICASSP.2011.5947627, 10.1109/ICASSP.2011.5947628, 10.1109/ICDMW.2011.63, 10.1109/ICSC.2011.40, 10.1109/ICASSP.2010.5494952, 10.1109/SLT.2010.5700887, 10.1109/ASRU.2009.5373500, 10.1109/ASRU.2009.5373260, 10.1145/1520340.1520545, 10.1109/SLT.2008.4777840, 10.1109/SLT.2008.4777841, 10.1109/SLT.2008.4777843, 10.1109/ASRU.2007.4430106, 10.1109/ASRU.2007.4430168, 10.1016/j.csl.2005.07.005, 10.1109/TSA.2005.854085, 10.1145/1177055.1177056, 10.1117/12.643560, 10.1109/TSA.2005.845836, 10.1109/TSA.2005.848882, 10.1109/ICASSP.2005.1415293, 10.1109/ICASSP.2005.1415295, 10.1007/11590323_15, 10.1109/ICASSP.2004.1326014, 10.1109/ICASSP.2004.1326016, 10.1109/ICASSP.2003.1198851, 10.1109/MC.2002.993771, 10.1023/B:COAT.0000010804.12581.96, 10.1109/ICASSP.2002.5743646, 10.1109/ICASSP.2002.5745510, 10.1016/S0167-6393(00)00054-6, 10.1016/S0167-6393(00)00040-6, 10.1109/ICASSP.2001.940892, 10.1109/89.817449, 10.1016/S0167-6393(98)00065-X, 10.1109/ICASSP.1999.758132, 10.1109/ICASSP.1999.759768, 10.1109/ICASSP.1998.674411, 10.1016/S0167-6393(97)00040-X, 10.1109/ICASSP.1997.596144, 10.1006/csla.1996.0014, 10.1109/ICASSP.1995.479408, 10.1109/89.326634, 10.1109/89.242492
1	1	10.1109/TSE.2017.2755013, 10.1002/stvr.1660, 10.1109/5GWF.2018.8516995, 10.1145/3194124.3194130, 10.1145/3180155.3180162, 10.1145/3180155.3182526, 10.1109/ICST.2018.00034, 10.1109/ICT.2018.8464838, 10.1007/978-3-030-03427-6_7, 10.1007/978-3-319-75632-5_4, 10.1007/s11219-017-9383-5, 10.1109/TSE.2016.2623623, 10.1109/ICSE-NIER.2017.19, 10.1109/SEAMS.2017.9, 10.1109/ICST.2017.43, 10.1109/ISSRE.2017.10, 10.1007/978-3-319-67531-2_15, 10.1145/3106237.3106296, 10.1145/3106237.3122819, 10.4204/EPTCS.254.5, 10.1504/IJSPM.2016.075081, 10.1007/978-3-319-47169-3_30, 10.1109/ISSREW.2016.50, 10.1016/bs.adcom.2015.04.002, 10.1145/2768829, 10.1109/ICSE.2015.29, 10.1109/ICSE.2015.307, 10.1109/ICSE.2015.312, 10.1007/978-3-319-10623-6_1, 10.1007/978-3-319-10623-6_2, 10.1007/978-3-319-10623-6_3, 10.1007/978-3-319-10623-6_8, 10.1007/978-3-319-10623-6_9, 10.1007/978-3-319-10623-6_12, 10.1007/978-3-319-10623-6, 10.1002/stvr.1538, 10.1109/ISSREW.2014.33, 10.1145/2610384.2610387, 10.1145/2610384.2610397, 10.1145/2642937.2643014, 10.1002/spe.2129, 10.1145/2522920.2522923, 10.1016/j.jvlc.2013.05.002, 10.1109/CSMR.2013.72, 10.1109/ICSE.2013.6606711, 10.1109/ICST.2013.13, 10.1109/ICST.2013.58, 10.1145/2133797.2133799, 10.1016/j.jss.2012.04.001, 10.1007/978-3-642-28872-2_24, 10.1109/IWAST.2012.6228981, 10.1109/ICSE.2012.6227170, 10.1109/ICSE.2012.6227241, 10.1109/ICST.2012.88, 10.1109/ISSRE.2012.9, 10.1109/ISSRE.2012.14, 10.14279/tuj.eceasst.41.671.686, 10.1109/TSE.2010.93, 10.1145/1984708.1984710, 10.1145/1985793.1985979, 10.1145/1808885.1808891, 10.1145/1882362.1882444, 10.1109/ICSE.2009.5070518, 10.1109/ICSE.2009.5070556, 10.1145/1572272.1572300, 10.1145/1595696.1595761, 10.1007/978-3-540-78743-3_29, 10.1145/1368088.1368157, 10.1109/ISSRE.2008.48, 10.1109/ASEW.2008.4686290, 10.1109/ASE.2008.99, 10.1109/MS.2007.138, 10.1109/ICSE.2007.26, 10.1109/ISSRE.2007.21, 10.1145/1321631.1321707, 10.1145/1295074.1295089, 10.1007/978-3-540-72912-9_7, 10.1016/j.entcs.2004.02.089, 10.1016/j.entcs.2004.02.075, 10.1007/978-3-540-31984-9_4, 10.1109/ICECCS.2005.25, 10.1109/SAINT.2005.30, 10.1109/WOWMOM.2005.18, 10.1109/MIC.2004.9, 10.1007/s10009-004-0158-5, 10.1007/11498490_24, 10.1007/978-3-540-30233-9_25, 10.1109/ICSE.2004.10025, 10.1016/S1571-0661(04)81025-9, 10.1016/S1571-0661(04)81028-4
